order_id,customer_id,product_id,order_date,quantity,unit_price,discount_pct,status,channel
34,413,56,2023-07-03,1,660.51,0,Completed,App
35,318,25,2024-06-23,3,7193.97,10,Completed,Website
36,192,11,2024-02-20,4,2791.82,20,Completed,Referral
37,154,29,2024-12-01,1,4237.53,0,Completed,Website
38,283,49,2024-05-02,1,6932.97,0,Completed,App
39,433,64,2024-03-20,3,3389.59,20,Pending,App
40,471,68,2023-02-13,2,5764.28,5,Pending,Referral
41,244,73,2023-10-05,1,1972.89,0,Completed,Website
42,289,70,2024-11-04,1,4021.72,5,Pending,Website
43,493,3,2023-08-01,5,2446.1,5,Cancelled,Referral
44,476,51,2023-03-20,3,5660.95,5,Completed,Referral
45,347,50,2024-07-07,3,6889.57,15,Cancelled,App
46,371,89,2023-03-22,5,1978.07,10,Completed,Website
47,430,30,2023-03-19,3,2492.7,20,Cancelled,Referral
48,497,51,2025-03-03,3,5660.95,0,Completed,Website
49,117,63,2023-12-31,5,6360.98,15,Completed,Referral
50,339,75,2024-01-25,1,6602.17,20,Completed,App
51,38,92,2023-03-26,3,7774.94,5,Completed,Referral
52,379,20,2024-02-03,3,4479.36,10,Completed,App
53,228,40,2024-01-04,3,7625.02,0,Completed,App
54,230,56,2024-07-24,5,660.51,20,Completed,App
55,182,12,2024-07-21,1,5854.71,20,Completed,Website
56,7,50,2023-10-26,4,6889.57,15,Cancelled,Referral
57,464,72,2023-09-06,5,1564.36,20,Completed,Website
58,72,22,2023-10-03,3,2856.07,10,Completed,App
59,223,22,2023-10-10,4,2856.07,10,Completed,App
60,129,47,2023-09-10,4,6582.72,20,Completed,Website
61,70,14,2023-11-08,1,3591.67,15,Completed,Referral
62,412,49,2025-06-01,3,6932.97,15,Completed,Referral
63,70,77,2023-11-04,3,226.42,20,Pending,App
64,161,62,2023-07-01,4,1736.34,10,Completed,Referral
65,252,82,2024-08-12,2,2709.12,10,Completed,Website
66,59,47,2024-07-31,2,6582.72,20,Pending,App
67,394,88,2024-07-17,1,8320.34,15,Pending,App
68,409,57,2023-10-26,1,6909.78,15,Completed,App
69,156,82,2023-09-05,3,2709.12,5,Completed,Website
70,230,10,2024-09-04,4,7763.44,20,Completed,Referral
71,215,89,2024-07-10,1,1978.07,10,Completed,Referral
72,327,77,2023-03-29,1,226.42,5,Completed,Website
73,332,22,2024-09-19,1,2856.07,20,Pending,Referral
74,205,83,2025-02-09,3,7453.98,15,Completed,App
75,114,34,2024-06-06,5,2510.05,20,Completed,Referral
76,229,29,2024-01-19,4,4237.53,15,Cancelled,Referral
77,257,89,2023-06-04,3,1978.07,0,Completed,Website
78,472,54,2023-03-29,1,3247.84,5,Completed,Website
79,402,59,2023-07-31,5,1602.49,15,Completed,App
80,370,57,2024-12-14,4,6909.78,10,Completed,App
81,59,91,2023-01-24,3,2021.63,0,Completed,App
82,125,95,2024-06-12,2,9945.96,20,Completed,Referral
83,491,55,2024-04-18,2,6725.23,15,Completed,App
84,337,82,2024-03-18,4,2709.12,0,Completed,App
85,304,58,2024-03-15,4,3559.06,0,Completed,App
86,386,36,2024-12-21,1,6837.92,20,Completed,Referral
87,188,24,2023-11-30,2,9282.89,15,Completed,Referral
88,271,63,2024-10-16,3,6360.98,20,Completed,Website
89,59,76,2023-12-23,3,3519.06,15,Completed,Referral
90,410,91,2023-11-01,5,2021.63,20,Completed,App
91,61,41,2023-09-02,3,7065.51,0,Completed,Referral
92,262,19,2024-02-02,4,1930.06,20,Completed,Website
93,96,55,2024-05-13,5,6725.23,5,Completed,Website
94,72,37,2023-07-11,3,2338.41,15,Completed,Website
95,249,2,2023-05-20,2,7097.16,15,Pending,Referral
96,254,84,2024-02-23,4,9716.75,15,Completed,Website
97,86,63,2023-03-26,5,6360.98,0,Cancelled,App
98,17,38,2023-10-09,2,2384.26,20,Completed,Website
99,381,73,2025-03-02,4,1972.89,20,Completed,Referral
100,138,15,2025-03-04,5,8729.92,10,Completed,App
101,369,98,2024-03-27,5,4067.35,5,Pending,App
102,425,95,2024-10-31,2,9945.96,10,Returned,App
103,135,58,2023-12-23,1,3559.06,15,Returned,App
104,416,100,2023-08-31,2,3915.0,20,Completed,Referral
105,324,79,2024-03-14,2,4155.96,20,Completed,App
106,413,27,2023-03-02,5,2932.18,10,Completed,Referral
107,87,69,2023-11-28,3,262.22,10,Completed,Referral
108,418,87,2023-04-08,2,1227.41,15,Pending,Website
109,65,84,2024-12-19,2,9716.75,5,Completed,Website
110,390,32,2025-05-13,4,5380.64,15,Completed,Referral
111,322,35,2024-02-29,4,9986.75,15,Completed,App
112,264,52,2025-02-06,3,4158.76,10,Completed,Website
113,298,42,2023-01-03,1,5271.02,15,Completed,Referral
114,436,46,2023-03-06,5,2025.87,15,Completed,Website
115,254,28,2023-10-02,3,4074.53,10,Completed,Referral
116,290,17,2025-05-22,4,4193.39,10,Returned,App
117,51,6,2024-10-03,4,5877.5,0,Completed,App
118,234,57,2023-01-01,4,6909.78,5,Pending,App
119,155,84,2023-06-12,3,9716.75,0,Completed,Website
120,191,11,2024-11-11,2,2791.82,0,Completed,Website
121,359,93,2025-02-12,2,4862.25,15,Completed,Referral
122,1,13,2023-08-07,4,1014.11,0,Completed,App
123,349,67,2024-03-31,1,7335.75,0,Completed,App
124,356,55,2023-05-16,4,6725.23,0,Completed,App
125,413,94,2023-04-15,1,6157.64,10,Completed,Website
126,196,18,2025-03-03,2,5979.42,5,Completed,Referral
127,313,2,2024-10-27,2,7097.16,15,Completed,App
128,384,81,2023-06-05,4,1950.87,20,Completed,App
129,460,12,2023-04-13,2,5854.71,0,Completed,Website
130,494,45,2024-03-15,3,2648.38,5,Completed,Referral
131,128,11,2024-07-20,5,2791.82,20,Completed,Website
132,482,100,2024-12-08,1,3915.0,10,Completed,Referral
133,97,66,2025-02-04,4,8691.13,10,Completed,App
134,198,64,2023-04-26,2,3389.59,15,Completed,App
135,456,68,2023-01-13,3,5764.28,10,Completed,Referral
136,188,54,2024-07-13,2,3247.84,15,Pending,App
137,301,3,2023-03-11,1,2446.1,10,Completed,App
138,260,51,2023-10-21,5,5660.95,15,Completed,Website
139,328,11,2024-07-03,5,2791.82,20,Completed,App
140,41,40,2024-06-07,2,7625.02,5,Completed,Website
141,325,76,2025-02-20,1,3519.06,10,Completed,Referral
142,30,31,2023-09-08,1,3856.52,15,Completed,Referral
143,29,78,2023-11-13,2,4205.45,0,Completed,App
144,6,90,2023-06-17,4,1771.46,10,Completed,Referral
145,86,34,2024-01-16,2,2510.05,10,Completed,App
146,461,99,2023-01-31,3,3887.33,15,Completed,App
147,365,34,2024-08-13,1,2510.05,15,Completed,Website
148,256,8,2025-05-29,5,1082.15,5,Completed,Website
149,53,99,2024-08-10,1,3887.33,5,Completed,App
150,440,6,2025-06-02,1,5877.5,5,Completed,Website
151,472,50,2023-06-03,2,6889.57,0,Completed,Referral
152,336,95,2024-03-05,2,9945.96,10,Completed,Referral
153,139,41,2025-04-25,1,7065.51,20,Completed,Referral
154,462,87,2023-02-23,2,1227.41,5,Cancelled,App
155,36,52,2025-06-17,4,4158.76,10,Cancelled,Website
156,45,42,2024-07-20,4,5271.02,0,Completed,Website
157,402,73,2023-11-08,5,1972.89,5,Completed,Referral
158,396,64,2025-03-05,2,3389.59,20,Cancelled,App
159,4,20,2024-02-24,1,4479.36,5,Completed,Referral
160,450,89,2023-01-10,3,1978.07,0,Cancelled,Website
161,373,95,2023-11-11,1,9945.96,5,Completed,App
162,252,54,2023-03-03,2,3247.84,10,Completed,App
163,212,67,2024-12-18,3,7335.75,15,Pending,App
164,49,75,2024-06-01,2,6602.17,15,Completed,Referral
165,223,8,2024-11-09,2,1082.15,5,Completed,Website
166,359,51,2025-05-01,3,5660.95,10,Completed,App
167,484,10,2023-07-27,2,7763.44,20,Completed,App
168,231,22,2024-04-22,3,2856.07,15,Completed,Website
169,107,99,2024-04-07,3,3887.33,15,Completed,App
170,81,12,2025-04-06,3,5854.71,20,Completed,Website
171,47,19,2024-12-29,2,1930.06,10,Completed,App
172,154,87,2023-09-24,2,1227.41,0,Pending,Website
173,384,72,2024-07-17,2,1564.36,0,Completed,App
174,7,16,2023-03-05,2,5860.42,5,Completed,Website
175,352,48,2024-10-07,1,1162.52,20,Completed,App
176,34,3,2023-07-22,4,2446.1,5,Completed,Website
177,22,16,2024-04-17,1,5860.42,5,Pending,Website
178,203,93,2024-05-23,1,4862.25,15,Completed,App
179,110,46,2023-07-11,3,2025.87,10,Completed,App
180,315,5,2024-09-26,5,1888.94,5,Completed,Website
181,452,53,2024-07-17,4,6227.45,0,Completed,Website
182,215,18,2023-07-24,5,5979.42,5,Completed,Referral
183,196,3,2025-03-11,3,2446.1,15,Completed,Website
184,468,45,2024-08-02,5,2648.38,10,Completed,App
185,164,4,2024-09-03,2,7362.51,0,Returned,Website
186,415,8,2024-04-28,5,1082.15,10,Cancelled,App
187,52,21,2023-09-11,2,3912.88,10,Completed,Referral
188,392,8,2023-08-13,5,1082.15,15,Completed,App
189,122,23,2024-08-29,3,5105.15,10,Pending,App
190,359,91,2023-12-27,5,2021.63,20,Completed,App
191,278,64,2023-11-13,2,3389.59,15,Completed,App
192,309,30,2023-08-13,1,2492.7,20,Completed,Website
193,104,79,2025-04-05,2,4155.96,10,Completed,Website
194,12,8,2023-06-01,5,1082.15,5,Cancelled,Referral
195,492,47,2023-03-16,3,6582.72,15,Completed,Website
196,166,39,2023-05-20,2,3691.02,15,Cancelled,Website
197,163,84,2023-06-28,5,9716.75,20,Cancelled,App
198,302,86,2025-04-14,2,8426.07,15,Completed,Referral
199,66,38,2023-07-01,1,2384.26,20,Completed,Referral
200,94,5,2024-09-08,3,1888.94,20,Completed,Referral
201,480,14,2024-05-23,2,3591.67,10,Completed,App
202,164,45,2023-06-21,1,2648.38,10,Completed,Website
203,128,27,2024-12-10,1,2932.18,10,Completed,App
204,1,93,2023-02-19,4,4862.25,15,Completed,App
205,253,53,2024-01-23,3,6227.45,20,Completed,Website
206,334,74,2025-02-15,2,2783.44,5,Completed,App
207,11,38,2023-11-23,3,2384.26,0,Completed,App
208,83,49,2025-01-19,1,6932.97,20,Pending,App
209,305,44,2024-09-20,4,927.43,0,Completed,Referral
210,311,22,2024-03-20,2,2856.07,0,Completed,App
211,210,25,2024-12-14,5,7193.97,20,Completed,Website
212,122,39,2023-04-09,1,3691.02,15,Completed,Website
213,28,20,2024-01-05,1,4479.36,15,Completed,Referral
214,308,81,2024-05-06,2,1950.87,0,Completed,App
215,150,82,2023-03-25,4,2709.12,0,Completed,Website
216,251,61,2024-11-07,3,2513.75,0,Completed,Website
217,190,24,2024-01-26,3,9282.89,5,Completed,Website
218,239,57,2023-09-27,2,6909.78,10,Completed,App
219,357,97,2024-11-14,1,6944.78,0,Completed,Referral
220,498,53,2025-02-13,5,6227.45,5,Completed,Website
221,215,67,2024-07-02,4,7335.75,20,Returned,Website
222,41,39,2024-02-09,1,3691.02,20,Completed,Referral
223,347,74,2024-09-27,2,2783.44,0,Pending,Website
224,486,23,2023-06-21,2,5105.15,5,Completed,Website
225,350,11,2024-03-21,2,2791.82,5,Returned,Website
226,467,41,2025-01-14,1,7065.51,0,Completed,Website
227,167,71,2025-05-27,3,2459.22,20,Completed,App
228,320,90,2024-08-24,5,1771.46,15,Completed,App
229,291,19,2024-08-25,5,1930.06,0,Pending,Referral
230,52,100,2025-03-15,3,3915.0,20,Returned,Website
231,197,34,2024-11-01,4,2510.05,20,Completed,App
232,142,23,2024-02-17,2,5105.15,20,Completed,Referral
233,20,52,2024-02-10,3,4158.76,5,Completed,Website
234,460,35,2024-01-17,1,9986.75,10,Cancelled,Website
235,144,40,2025-05-13,4,7625.02,0,Pending,App
236,154,18,2025-01-31,4,5979.42,10,Completed,Website
237,331,78,2023-04-02,2,4205.45,15,Completed,Website
238,249,95,2025-02-16,5,9945.96,10,Cancelled,Referral
239,34,21,2023-11-15,5,3912.88,15,Completed,Referral
240,15,73,2023-06-27,2,1972.89,5,Returned,App
241,234,5,2023-02-21,3,1888.94,5,Completed,Website
242,204,65,2024-10-12,1,1231.04,0,Completed,Website
243,229,77,2023-07-01,4,226.42,20,Completed,Website
244,429,21,2023-09-22,1,3912.88,10,Completed,App
245,438,21,2024-08-08,2,3912.88,5,Completed,Referral
246,138,27,2024-10-29,4,2932.18,20,Completed,Referral
247,243,2,2023-05-16,2,7097.16,20,Cancelled,App
248,312,33,2025-04-04,3,6812.63,10,Completed,Website
249,236,45,2023-09-16,2,2648.38,15,Completed,Referral
250,204,80,2024-08-21,1,1778.64,0,Completed,Referral
251,288,48,2024-10-24,5,1162.52,20,Completed,Referral
252,247,14,2023-03-07,3,3591.67,10,Completed,Website
253,336,34,2024-12-29,3,2510.05,5,Completed,App
254,413,8,2025-05-27,5,1082.15,15,Completed,Referral
255,370,18,2023-01-27,4,5979.42,10,Completed,Website
256,199,52,2025-01-24,1,4158.76,20,Completed,Referral
257,176,25,2025-01-13,2,7193.97,20,Completed,Website
258,184,86,2024-06-03,3,8426.07,5,Returned,Referral
259,151,24,2023-04-10,4,9282.89,5,Completed,Referral
260,391,72,2023-07-07,3,1564.36,0,Completed,App
261,447,96,2023-11-11,4,533.87,10,Completed,Referral
262,238,38,2025-05-21,1,2384.26,15,Completed,Referral
263,298,75,2024-09-27,1,6602.17,15,Returned,Referral
264,445,16,2024-11-28,4,5860.42,20,Completed,App
265,71,20,2023-07-25,3,4479.36,15,Pending,Website
266,162,19,2025-06-02,2,1930.06,0,Completed,Referral
267,161,23,2024-10-11,1,5105.15,0,Completed,App
268,397,98,2023-06-22,5,4067.35,5,Completed,App
269,315,17,2024-03-20,4,4193.39,15,Completed,Website
270,3,50,2023-02-08,5,6889.57,5,Completed,App
271,388,42,2025-05-03,5,5271.02,5,Completed,App
272,376,81,2023-09-12,2,1950.87,10,Completed,App
273,258,50,2024-08-25,3,6889.57,5,Completed,App
274,486,39,2023-10-25,4,3691.02,20,Completed,Website
275,455,56,2024-12-04,2,660.51,10,Pending,Website
276,385,46,2023-07-12,2,2025.87,15,Completed,App
277,68,94,2023-08-05,1,6157.64,20,Completed,App
278,365,47,2024-10-28,1,6582.72,15,Returned,Website
279,274,99,2024-09-30,1,3887.33,20,Pending,Referral
280,335,14,2025-05-06,1,3591.67,0,Completed,Website
281,195,57,2023-05-07,5,6909.78,10,Completed,App
282,356,27,2024-12-03,1,2932.18,10,Completed,App
283,267,85,2023-10-04,5,3999.49,20,Completed,Website
284,262,14,2025-01-06,5,3591.67,0,Completed,App
285,102,64,2024-09-15,2,3389.59,10,Returned,App
286,361,46,2024-02-24,3,2025.87,5,Completed,Website
287,353,27,2024-05-07,3,2932.18,5,Completed,Referral
288,465,12,2023-04-24,5,5854.71,15,Completed,App
289,262,100,2023-03-18,1,3915.0,10,Completed,Website
290,136,38,2024-04-20,1,2384.26,0,Cancelled,App
291,185,38,2025-03-31,3,2384.26,15,Completed,App
292,456,98,2023-02-16,1,4067.35,5,Completed,App
293,184,43,2024-03-24,5,571.42,10,Returned,App
294,418,48,2023-12-17,2,1162.52,0,Completed,Website
295,428,35,2024-01-30,4,9986.75,15,Completed,App
296,68,15,2024-12-13,1,8729.92,5,Completed,Referral
297,411,62,2024-08-05,4,1736.34,5,Completed,Website
298,15,79,2025-06-02,2,4155.96,15,Pending,App
299,226,53,2023-02-17,1,6227.45,10,Completed,App
300,445,91,2024-11-25,5,2021.63,20,Completed,App
301,448,86,2023-12-13,5,8426.07,20,Completed,Referral
302,222,13,2024-11-08,2,1014.11,15,Completed,Referral
303,198,83,2023-06-02,5,7453.98,20,Completed,Referral
304,259,21,2025-05-19,4,3912.88,15,Returned,App
305,252,97,2023-11-25,2,6944.78,10,Pending,App
306,115,65,2024-07-17,4,1231.04,15,Cancelled,App
307,228,59,2025-03-31,5,1602.49,15,Completed,Website
308,162,58,2023-05-02,4,3559.06,0,Completed,Website
309,286,5,2024-07-16,1,1888.94,0,Cancelled,Referral
310,156,82,2024-06-04,5,2709.12,5,Completed,Website
311,187,44,2025-04-25,1,927.43,5,Returned,Website
312,393,72,2024-09-26,5,1564.36,15,Completed,Website
313,232,92,2023-04-27,1,7774.94,5,Completed,Website
314,494,82,2025-03-30,3,2709.12,20,Completed,Referral
315,24,14,2023-06-18,4,3591.67,5,Cancelled,Referral
316,210,93,2023-04-20,3,4862.25,20,Completed,App
317,111,51,2024-04-13,2,5660.95,10,Completed,Website
318,475,6,2024-10-10,5,5877.5,0,Cancelled,Website
319,338,59,2024-08-26,5,1602.49,5,Pending,App
320,377,68,2023-02-19,5,5764.28,15,Returned,Website
321,400,66,2023-07-01,5,8691.13,5,Completed,App
322,199,14,2024-11-04,5,3591.67,20,Returned,Referral
323,215,50,2024-09-15,2,6889.57,10,Completed,Website
324,232,38,2025-04-04,2,2384.26,5,Completed,Referral
325,263,96,2023-11-03,5,533.87,10,Completed,Referral
326,112,81,2023-07-25,2,1950.87,20,Completed,Referral
327,472,45,2024-11-19,2,2648.38,5,Completed,Referral
328,166,82,2024-12-28,1,2709.12,10,Completed,Referral
329,483,74,2024-11-14,4,2783.44,20,Completed,Website
330,268,2,2023-04-20,1,7097.16,15,Completed,Referral
331,103,8,2023-10-01,2,1082.15,10,Completed,App
332,354,8,2025-03-14,3,1082.15,5,Cancelled,App
333,417,46,2024-04-08,1,2025.87,20,Returned,Referral
334,443,72,2023-08-18,5,1564.36,15,Completed,Referral
335,355,37,2024-11-11,1,2338.41,15,Completed,Referral
336,495,41,2024-07-19,1,7065.51,0,Completed,App
337,445,80,2025-03-10,4,1778.64,5,Pending,Referral
338,332,91,2024-01-12,5,2021.63,20,Completed,App
339,372,100,2023-07-18,3,3915.0,15,Completed,Referral
340,96,10,2023-06-27,5,7763.44,0,Completed,Website
341,285,36,2023-09-28,2,6837.92,5,Completed,Website
342,170,1,2024-04-22,2,962.93,0,Completed,Website
343,27,77,2025-03-03,5,226.42,10,Completed,Referral
344,184,71,2023-03-16,3,2459.22,20,Completed,App
345,35,67,2025-03-16,5,7335.75,5,Completed,Referral
346,48,52,2023-12-24,2,4158.76,5,Completed,Website
347,151,47,2023-08-12,5,6582.72,20,Completed,Referral
348,333,97,2023-01-10,1,6944.78,10,Completed,Referral
349,471,79,2024-09-28,2,4155.96,0,Completed,Website
350,469,49,2025-03-26,1,6932.97,15,Completed,Referral
351,13,37,2024-06-13,3,2338.41,20,Cancelled,Website
352,23,63,2023-10-31,2,6360.98,10,Completed,App
353,498,22,2025-03-02,5,2856.07,20,Completed,App
354,344,27,2024-10-06,2,2932.18,15,Returned,App
355,425,69,2024-12-20,4,262.22,0,Completed,App
356,236,4,2025-01-04,3,7362.51,0,Completed,App
357,407,23,2023-09-15,5,5105.15,0,Completed,App
358,209,34,2024-02-02,4,2510.05,15,Completed,App
359,345,50,2023-05-02,5,6889.57,0,Completed,Referral
360,388,9,2025-02-02,5,2053.15,0,Completed,App
361,476,46,2024-05-29,1,2025.87,10,Cancelled,Website
362,45,78,2023-10-16,4,4205.45,15,Completed,Referral
363,243,4,2023-06-10,5,7362.51,5,Completed,Website
364,152,70,2024-10-11,2,4021.72,10,Completed,Referral
365,192,83,2023-01-12,5,7453.98,20,Completed,App
366,294,1,2024-09-02,4,962.93,20,Completed,App
367,108,40,2025-02-05,3,7625.02,5,Completed,Referral
368,73,66,2023-06-14,2,8691.13,5,Completed,Website
369,59,25,2023-07-05,5,7193.97,0,Returned,Referral
370,331,60,2024-07-16,1,2609.1,10,Completed,Website
371,102,13,2025-01-13,5,1014.11,15,Pending,Website
372,344,17,2024-11-02,2,4193.39,0,Completed,App
373,163,25,2024-05-12,4,7193.97,10,Completed,Website
374,300,89,2023-06-06,5,1978.07,20,Completed,Website
375,87,55,2023-01-05,3,6725.23,5,Cancelled,Referral
376,329,95,2024-03-22,3,9945.96,10,Completed,Referral
377,450,43,2024-05-06,4,571.42,15,Completed,Website
378,283,63,2023-04-22,2,6360.98,20,Completed,Website
379,457,18,2024-07-05,2,5979.42,10,Completed,Referral
380,373,10,2023-03-19,1,7763.44,20,Completed,Referral
381,208,75,2025-02-26,5,6602.17,5,Pending,Referral
382,279,34,2024-07-06,4,2510.05,5,Completed,App
383,302,99,2025-01-20,3,3887.33,5,Completed,Referral
384,204,12,2024-01-08,5,5854.71,0,Completed,Referral
385,85,88,2025-02-14,5,8320.34,5,Completed,App
386,486,73,2024-08-02,2,1972.89,15,Pending,App
387,390,29,2024-05-14,2,4237.53,0,Completed,App
388,343,6,2023-07-31,5,5877.5,10,Completed,Website
389,21,6,2024-10-26,3,5877.5,0,Completed,Referral
390,425,82,2023-10-08,3,2709.12,20,Completed,App
391,335,49,2024-01-23,3,6932.97,20,Completed,App
392,129,67,2024-01-21,2,7335.75,20,Completed,Website
393,406,63,2024-05-08,5,6360.98,0,Completed,App
394,85,57,2023-08-24,1,6909.78,20,Completed,App
395,96,20,2023-06-11,3,4479.36,20,Completed,App
396,118,85,2024-02-29,3,3999.49,0,Completed,Website
397,108,62,2024-08-27,2,1736.34,15,Completed,App
398,294,17,2024-08-29,2,4193.39,5,Completed,App
399,76,74,2023-02-27,2,2783.44,10,Pending,Referral
400,307,52,2024-07-31,1,4158.76,10,Pending,App
401,311,58,2024-04-27,4,3559.06,5,Completed,Website
402,74,77,2025-03-24,5,226.42,5,Completed,Referral
403,86,34,2025-01-11,3,2510.05,15,Completed,App
404,194,30,2024-01-30,2,2492.7,0,Completed,Referral
405,351,65,2024-03-05,2,1231.04,20,Completed,Website
406,308,79,2023-02-09,5,4155.96,20,Cancelled,App
407,338,62,2023-05-14,5,1736.34,20,Cancelled,Referral
408,221,84,2024-06-18,4,9716.75,10,Returned,Referral
409,220,68,2023-08-23,4,5764.28,15,Completed,Referral
410,429,98,2024-12-14,5,4067.35,0,Completed,Website
411,393,62,2023-08-27,1,1736.34,10,Completed,Referral
412,132,53,2023-07-13,1,6227.45,0,Completed,App
413,4,67,2024-01-20,2,7335.75,10,Completed,App
414,219,20,2024-10-29,5,4479.36,10,Completed,Referral
415,290,55,2024-01-10,5,6725.23,10,Pending,Website
416,105,97,2024-02-28,5,6944.78,20,Completed,Website
417,285,72,2024-05-10,3,1564.36,10,Completed,Referral
418,377,51,2023-05-22,1,5660.95,5,Completed,Referral
419,52,21,2023-08-08,5,3912.88,15,Cancelled,Referral
420,357,79,2024-12-01,1,4155.96,5,Completed,Referral
421,412,1,2023-04-04,2,962.93,15,Pending,Website
422,33,12,2023-09-27,2,5854.71,10,Completed,App
423,197,93,2024-02-15,5,4862.25,20,Completed,Referral
424,485,8,2025-03-03,2,1082.15,15,Completed,App
425,477,85,2025-04-03,5,3999.49,10,Completed,Referral
426,265,66,2024-12-16,2,8691.13,20,Completed,App
427,123,47,2024-11-01,1,6582.72,5,Completed,Website
428,205,100,2023-12-28,4,3915.0,15,Completed,Referral
429,378,2,2024-12-21,1,7097.16,0,Completed,Referral
430,469,72,2024-08-19,3,1564.36,10,Pending,Website
431,311,29,2023-07-19,4,4237.53,15,Completed,Website
432,209,23,2024-06-02,1,5105.15,20,Completed,Website
433,485,44,2023-04-30,5,927.43,10,Returned,Referral
434,356,33,2024-03-29,4,6812.63,20,Completed,App
435,174,97,2025-03-05,4,6944.78,15,Returned,App
436,60,62,2023-09-22,1,1736.34,15,Completed,App
437,360,87,2023-08-24,3,1227.41,15,Pending,Referral
438,5,69,2024-12-18,3,262.22,5,Completed,Website
439,384,87,2025-04-20,3,1227.41,0,Completed,App
440,161,61,2023-12-29,2,2513.75,20,Completed,Referral
441,477,88,2023-07-14,4,8320.34,5,Completed,App
442,106,34,2023-08-23,2,2510.05,5,Returned,Website
443,399,20,2023-04-20,1,4479.36,0,Completed,Referral
444,315,64,2023-01-07,5,3389.59,0,Returned,Website
445,162,80,2024-05-19,5,1778.64,10,Completed,Referral
446,204,36,2023-08-16,5,6837.92,5,Completed,Website
447,482,62,2024-07-07,1,1736.34,20,Completed,Referral
448,90,100,2024-04-13,1,3915.0,20,Completed,Referral
449,7,2,2024-11-21,2,7097.16,15,Completed,Website
450,314,47,2025-06-01,3,6582.72,5,Completed,App
451,242,35,2024-09-19,3,9986.75,10,Completed,Website
452,215,27,2024-12-18,3,2932.18,10,Returned,Website
453,93,58,2024-08-08,2,3559.06,20,Completed,App
454,139,93,2025-04-03,2,4862.25,20,Completed,Website
455,75,26,2025-03-30,2,372.82,15,Cancelled,App
456,256,54,2023-05-18,5,3247.84,20,Completed,Website
457,129,39,2024-07-29,5,3691.02,0,Completed,Referral
458,31,21,2023-08-09,3,3912.88,15,Returned,App
459,382,58,2023-12-09,3,3559.06,10,Completed,Referral
460,177,33,2023-01-21,4,6812.63,0,Completed,Referral
461,102,78,2024-08-13,5,4205.45,20,Completed,Website
462,167,46,2024-11-20,5,2025.87,15,Cancelled,Website
463,196,11,2024-09-20,3,2791.82,15,Completed,App
464,328,22,2025-04-07,3,2856.07,15,Completed,Referral
465,435,52,2023-03-15,1,4158.76,5,Completed,Website
466,335,41,2023-10-26,3,7065.51,20,Completed,Website
467,400,57,2025-06-02,3,6909.78,20,Completed,Website
468,86,53,2023-07-08,1,6227.45,5,Completed,Referral
469,482,33,2025-01-31,1,6812.63,5,Completed,App
470,33,13,2025-06-18,4,1014.11,20,Completed,Website
471,392,68,2023-03-27,1,5764.28,10,Completed,App
472,477,84,2024-02-04,3,9716.75,5,Completed,Website
473,321,57,2023-05-10,2,6909.78,20,Returned,App
474,340,5,2024-01-01,3,1888.94,15,Completed,Referral
475,281,35,2024-03-31,2,9986.75,20,Completed,Referral
476,324,59,2025-02-05,5,1602.49,15,Completed,Referral
477,159,69,2023-12-22,4,262.22,20,Completed,App
478,158,57,2024-01-10,4,6909.78,10,Completed,App
479,268,1,2025-04-14,2,962.93,10,Completed,Referral
